Property_ID,County,Address,Zip_Code,Crime_Rate,Bedrooms,Bathrooms,Walkability_Score,Floor,New_Construction,Renovated,Washer_Dryer,Trash_Service,Average_Rent
15ddc7c4-d6cf-45f1-ad4d-759682f2d593,Contra Costa,"13028 Jennifer Fields, New Annette, MO 69311",69580,2.6,2,2,84,1,True,False,True,NOT_INCLUDED,$3672
b9869fbd-16c3-4df8-9d49-96253c99eaef,San Francisco,"866 Pearson Expressway Apt. 709, South Lori, VT 81382",91298,3.7,2,1,60,3,False,False,True,NOT_INCLUDED,$2956
8b574098-9c3e-42b0-a1e6-86e6042da01c,San Mateo,"065 Linda Valley, Jenniferhaven, SD 84342",64557,3.8,4,3,86,1,True,False,False,INCLUDED,$2510
c4daafdc-9e4c-4d57-a500-9db9e4f82756,Napa,"836 Carroll Knolls, New Andrew, CA 06886",82335,4.8,1,2,67,1,False,True,False,NOT_INCLUDED,$3292
3edb4ce7-8690-40f7-a3d3-15508dfa722f,San Francisco,"50751 Marvin Fall, Amyton, MP 42862",01727,4.8,4,2,67,2,False,True,True,NOT_INCLUDED,$2665
e9d8747d-e538-4a11-a285-d7b78601c76c,Napa,"261 Amanda Trafficway Apt. 795, North Robert, VA 10592",20674,4.3,3,3,72,4,False,False,True,INCLUDED,$3471
f3db8e14-a912-40cb-8caa-c0059b3c4eed,Marin,"3429 Dawson Cliff Suite 607, Morrisfurt, GU 34328",09264,2.1,3,2,89,2,False,False,False,INCLUDED,$3383
9832ab4d-53c7-4ae9-ae58-505a275ba7a8,Marin,"9252 Carlos Pass, Boydfort, CT 61934",38433,2.5,2,3,85,4,False,True,False,INCLUDED,$3142
0c0838d9-dee8-444e-babf-7a10458a7aa6,Santa Clara,"USNV Myers, FPO AE 89326",15998,2.5,3,2,60,1,True,False,False,NOT_INCLUDED,$3527
5714510a-8df7-4d37-a96a-1c854cdc52fb,Napa,"34654 Christopher Roads, East Dannyfort, GU 13953",80340,2.6,2,1,88,1,True,False,False,INCLUDED,$3776
96b9f63b-18d5-456b-a2ad-251300d03f2f,Contra Costa,"440 Ryan Trace Apt. 119, Christinatown, MS 57030",20827,2.9,4,2,61,4,True,True,True,NOT_INCLUDED,$3414
0359eaa9-6244-4472-8601-c3312ae1fac5,Sonoma,"PSC 9868, Box 8473, APO AP 93416",58191,3.1,3,3,79,3,True,True,True,INCLUDED,$2338
182ecb6c-6be9-431c-9a50-e4b3e29f7a1a,Santa Clara,"Unit 5216 Box 6084, DPO AA 66168",60166,4.5,1,3,85,2,True,True,True,NOT_INCLUDED,$2650
a4df6c97-4de2-4e17-b327-7bf648643f9c,San Mateo,"Unit 1341 Box 4172, DPO AE 61226",70959,3.9,3,1,89,3,False,False,True,INCLUDED,$3544
ed108e58-c43a-4b8a-8c9f-2faaf63be7f9,San Francisco,"4071 Werner Passage, Alexanderton, NJ 73828",15750,3.5,2,3,77,2,False,True,False,INCLUDED,$2813
7f0f836b-2d1a-4219-a6e3-5b81a98bb207,Santa Clara,"34353 Pacheco Point, Brenttown, NM 47596",48382,2.1,3,2,67,3,True,True,False,INCLUDED,$3269
edfed55b-5731-41b8-adb3-0e969da5e50b,Solano,"26852 Ashley Way Suite 880, West Jenniferside, ND 24762",58871,3.3,3,3,96,4,True,False,False,INCLUDED,$2952
02c4f247-9984-4c66-b60c-8b2a3a7798fe,Sonoma,"96271 Byrd Isle, West Ronald, MI 29032",24721,3.3,4,2,67,2,True,False,True,INCLUDED,$3841
46bef681-a237-4aea-a972-952c4694ed63,Contra Costa,"74651 Sheryl Throughway Suite 613, North Alexis, NH 98351",93012,3.3,3,2,77,4,False,True,False,INCLUDED,$2157
75b2b261-39c8-4f1b-822b-716b459ab962,Contra Costa,"3325 Gray Route, West Angelica, ME 47963",52891,4.3,4,2,82,4,True,False,True,INCLUDED,$3609
89e1a0f8-5c37-4f23-bf9e-11daec3e64e7,Napa,"Unit 3264 Box 2733, DPO AP 53088",18821,2.4,1,3,87,1,False,False,False,NOT_INCLUDED,$3910
3e9ad472-35dd-4b2e-ad61-ebfd1cef9dd6,Alameda,"USS Adams, FPO AA 69718",01201,4.6,3,3,73,2,True,True,True,INCLUDED,$2290
7f85610f-9ac1-4ff6-bb4f-8e1028eded90,Sonoma,"391 Patricia Court Apt. 332, East Jonathanfurt, WI 40581",94888,2.1,3,3,82,2,False,False,False,NOT_INCLUDED,$3111
eab92512-3b81-4d2b-b875-069beca87499,Alameda,"5488 Jennifer Ports, West David, AS 47429",64175,3.7,4,3,85,2,True,False,True,NOT_INCLUDED,$2589
ceadf7a2-9c87-41b9-984f-38529e406131,Sonoma,"3580 Matthew Squares Apt. 384, Davidton, ME 05630",18990,5.0,2,2,94,1,False,False,True,NOT_INCLUDED,$2992
73ac088c-182d-4b30-96ec-27ea7990507f,Contra Costa,"47549 Jerry Spring, North Melissafort, OR 69933",44434,3.6,1,1,86,4,True,True,False,NOT_INCLUDED,$2358
b92925d1-5b33-464e-8f0b-cc4fc86e4aa3,San Francisco,"260 Johnson Plain Apt. 941, Reynoldsburgh, ME 85141",85985,2.3,4,1,75,2,True,True,True,NOT_INCLUDED,$2936
0f702c14-54cd-428d-813d-4c740cd27fdd,Alameda,"USNS Franklin, FPO AE 36236",36966,2.5,1,1,63,2,False,False,False,NOT_INCLUDED,$2561
b70203e7-3126-4189-90a1-0713ff8db0d7,Alameda,"51650 Nicole Court, East Christopherville, FL 50645",60745,4.1,1,2,78,4,True,True,True,NOT_INCLUDED,$3733
b4f2e1df-f888-49e1-953c-2a433f904a88,Contra Costa,"746 Parker Keys, South Mandy, GA 86995",69624,4.8,4,1,73,3,True,True,True,NOT_INCLUDED,$3757
239508e7-4e88-4e37-94ef-2ca2b22eec9d,Sonoma,"09255 Lisa Cliffs Suite 489, Aliciamouth, NJ 51718",20490,4.3,4,1,87,4,True,False,False,INCLUDED,$3972
744c5d16-c463-4a20-98f8-8780be5d110b,Alameda,"22436 Griffin Flat, New John, OH 22392",70949,4.3,2,1,92,4,True,True,True,NOT_INCLUDED,$3741
5464d638-1317-417b-b4b2-28aaa729c428,San Mateo,"522 Kaitlyn Gateway, West Brooke, OH 24567",44687,3.5,2,1,82,3,True,False,False,INCLUDED,$3888
210be7f6-982c-478d-856f-ce82396365ac,Napa,"36556 Mays Vista, West Richard, MO 36857",15921,3.3,3,1,85,2,True,False,False,NOT_INCLUDED,$2505
17b5d245-fa68-42e2-8b24-83fd141ef18f,Napa,"1175 Smith Freeway Apt. 415, Lake Charles, PR 21276",87334,2.4,1,1,87,1,False,True,False,NOT_INCLUDED,$2387
004ef575-2325-4589-8bb0-dc7ecbc9c893,Napa,"USNS Moreno, FPO AA 29211",81020,3.9,4,3,91,3,False,True,True,INCLUDED,$2750
fab6bf08-22e1-49af-a3b3-3995fb221c7f,Sonoma,"6059 Smith Glen, Sarahborough, MD 30970",56736,2.3,2,3,73,3,True,False,True,INCLUDED,$3795
8f47d7be-9f92-4ea5-af02-3b5f6491a88d,San Mateo,"600 Linda Squares Suite 342, Blankenshipfort, VI 34946",24212,3.3,2,1,83,1,False,False,False,INCLUDED,$2675
665c709d-c9e1-4bd0-b6c4-1f3608376bf2,Sonoma,"87520 Stewart Grove Suite 179, Marshalltown, VT 46474",74197,4.3,3,1,84,2,True,True,True,INCLUDED,$2996
cd538cbe-275e-4009-9cd4-66f24dc526bc,Napa,"05329 Andrew Pass Suite 934, Annland, NH 11243",69411,4.9,4,1,68,1,False,False,True,NOT_INCLUDED,$2386
2d4c265d-22a4-429b-891a-9fee7c4d7dc3,Sonoma,"1767 Karen Burgs, South Amberborough, TN 63322",75009,4.8,1,1,75,2,False,False,True,NOT_INCLUDED,$2550
bfe4afb5-84a8-4cfc-9c89-ec5baa3839ee,San Mateo,"20346 Richard Light Suite 388, East Alexandriaburgh, MT 82542",42391,2.1,1,2,60,4,False,False,True,INCLUDED,$2343
b3e3b5d9-3c58-49f4-a981-2db4af5cec64,San Francisco,"5354 Jake Land, West Brittany, ND 71611",22943,3.1,4,1,89,2,True,True,False,INCLUDED,$3079
2e09c7d1-c87c-4121-8519-0bcb58c047ab,San Mateo,"4841 Garcia Streets, North Angelatown, DE 97259",63124,3.5,2,2,63,3,False,False,False,NOT_INCLUDED,$3764
45b99ac4-bb6c-4c2e-889e-d803e14a2c2b,Santa Clara,"21785 Brown Forks, Alexandermouth, CO 73351",68445,3.3,2,1,88,3,False,False,True,INCLUDED,$2432
4117726b-48b8-4044-8147-7229c97ad189,Sonoma,"USNS Kidd, FPO AA 04714",38714,3.1,1,2,89,3,False,False,False,INCLUDED,$2757
2b338518-a12e-41c8-a51d-a7242e9970d2,Santa Clara,"861 Mcmahon Pike Suite 709, Richardbury, ID 66567",18800,2.4,4,2,67,1,True,True,True,NOT_INCLUDED,$2072
f91a3779-55c5-46c5-8666-4425aed7a134,San Francisco,"USNS Smith, FPO AA 91581",67107,2.1,3,2,83,2,False,False,True,INCLUDED,$3553
b493c5d5-0d55-4bb9-bc40-cb9dc8aec98b,San Mateo,"11665 Mitchell Street Apt. 771, Port Anthonymouth, DE 48698",63659,2.3,1,1,85,3,True,True,True,INCLUDED,$3042
79093b67-31ff-476a-bcba-cb41c14bdc3f,San Mateo,"4229 Baker Land, Garciafurt, PW 15404",87510,4.5,2,3,65,4,True,False,False,INCLUDED,$2264
4da4d6e8-03fb-43c6-8a55-e6ff59d4ff91,Solano,"2782 Erica Station Apt. 985, Duaneburgh, DE 01302",17856,2.4,4,2,69,2,True,False,False,NOT_INCLUDED,$3625
13e97124-3853-4b3e-bfc7-50ecfaae635e,Contra Costa,"3577 Shaw Plain, Davidbury, NE 81033",96634,4.5,4,3,86,1,False,True,True,NOT_INCLUDED,$3214
b0da93e4-e286-4b5e-8bf1-9cc45bb2e425,Santa Clara,"32377 Michael Corner, Michaelchester, NE 22591",50124,3.3,2,1,87,3,True,False,False,NOT_INCLUDED,$3911
32af189b-90c1-4835-b5d4-6d6de15fab43,Santa Clara,"6294 Jessica Ports Suite 147, Port Angelaville, NM 71305",48869,4.7,1,3,95,3,False,True,True,NOT_INCLUDED,$2480
abb713bd-c6ce-44e4-bec0-a05d91856f0e,Contra Costa,"3165 Higgins Inlet Suite 935, Mcgeebury, IL 71714",09999,3.3,2,2,73,4,True,True,False,NOT_INCLUDED,$2470
de1598fe-92a0-4cef-b821-67512c423fa6,San Francisco,"72354 Ramos Lane, Ericville, IL 45940",11407,3.5,3,1,60,3,False,True,True,NOT_INCLUDED,$3960
fcc305f9-19a7-4ca8-aa85-3a5fb6e9d8c0,San Francisco,"2658 Crawford Oval Suite 570, South Lindsey, IA 85522",37614,3.9,2,2,99,3,False,True,False,INCLUDED,$3934
d831e4e2-8445-47b2-b222-03f18c4df432,Contra Costa,"1144 Heidi Alley Apt. 526, East Marissa, AL 49182",65828,2.1,3,2,63,4,True,True,True,INCLUDED,$3196
ddcdf145-41fe-4af9-9cb1-0b8344a5e7de,Alameda,"1206 Simpson Spur Suite 443, New Isaac, FM 39026",84971,3.3,4,3,92,4,True,True,True,INCLUDED,$2157
04e296cd-c1bf-48a5-b3f3-069f322d2572,Sonoma,"37555 Nelson Springs Apt. 495, Skinnerport, CT 65288",98192,3.9,3,1,94,2,True,True,True,NOT_INCLUDED,$2013
39d4cf09-8a50-4135-8cee-671a1f9d4302,Santa Clara,"066 Hodge Valley Apt. 340, Reidburgh, NE 31930",91487,2.6,3,1,90,3,True,True,False,INCLUDED,$2793
6624e5a4-e9ec-4359-8167-ee67dc62d673,Napa,"USS Romero, FPO AP 63066",60260,4.1,3,2,90,1,True,False,True,INCLUDED,$3732
78029f51-b42d-4c4b-bf27-b15966498e58,Alameda,"16521 Sarah Land, New Johnside, WI 60563",12162,3.3,2,1,90,4,False,True,True,INCLUDED,$2232
8c877f33-abe1-4115-baaa-110b9f2bd117,Contra Costa,"567 Lewis Throughway, Raymondfurt, MP 68194",16407,4.0,3,3,67,2,False,False,True,NOT_INCLUDED,$3294
a9aea6d7-33d0-47a7-8b66-9e9801c4e318,Santa Clara,"845 Jessica Expressway, New Robin, SC 32672",72295,2.8,1,2,77,3,False,False,True,NOT_INCLUDED,$2834
cfdaec1a-e911-45d3-831c-0f065c51a2bc,Napa,"3270 Christina Avenue Suite 935, Courtneyhaven, OK 93716",64547,2.5,1,1,98,4,True,True,False,INCLUDED,$2819
a785a1fc-ccea-407f-9b9e-841e6185e2ee,Marin,"985 Vanessa Crescent Suite 141, Cathyside, OH 89455",09260,4.9,2,1,72,1,True,False,False,INCLUDED,$2238
eb7456e5-a104-4708-b49d-ed85f7baa0c8,Solano,"59516 Robert Forge, Ericamouth, VI 59257",76401,4.3,3,2,94,2,True,False,False,NOT_INCLUDED,$3093
5bbd79dc-676c-4c09-9361-bf247b8eec17,Alameda,"5661 Robertson Drives Suite 084, Cynthiaton, OH 66538",65914,3.6,3,2,64,1,False,False,True,INCLUDED,$3118
c18c5d80-75a1-4eb5-ba21-8288a1fe4220,Sonoma,"05643 Michael Pike, Hunterborough, ND 13441",44133,3.4,4,2,70,1,False,True,False,NOT_INCLUDED,$3872
88f98bce-a8cb-46db-9e4c-1c1d1e58bf8a,Contra Costa,"755 Estrada Parkway Apt. 685, South Todd, DC 50678",71498,4.8,2,1,91,4,True,False,True,NOT_INCLUDED,$2529
c631ce04-4611-475b-8d63-4eacc3564ddc,Alameda,"939 Allen Mill Suite 041, Port Markstad, MH 11288",77369,4.0,4,1,60,4,True,True,False,INCLUDED,$3382
f8302fe7-6161-45f4-a75b-2042237cc245,Contra Costa,"Unit 6035 Box 8737, DPO AP 10627",55410,2.2,2,3,82,2,False,True,False,NOT_INCLUDED,$2944
d602efeb-9579-42c1-8e25-8230e82aed69,San Francisco,"44563 Paul Forges, West Dylan, NY 32673",26891,3.8,4,3,69,4,False,True,True,INCLUDED,$2287
379454a8-9616-4119-bfea-6135f07ab9aa,Solano,"354 Amanda Ranch Apt. 691, West Angel, HI 72884",65481,2.9,3,3,75,4,True,False,False,NOT_INCLUDED,$2732
0d9bcbe4-3a30-441b-aed7-4e1971bca503,San Francisco,"968 Richard Crossroad, Port Thomas, FM 17899",55422,4.9,4,1,89,1,False,True,True,NOT_INCLUDED,$3779
b5fef69c-f0a4-4202-b29c-920d43436c7d,San Mateo,"15614 Moreno Vista, East Adam, AL 75956",63650,4.2,4,3,69,1,False,True,False,NOT_INCLUDED,$2191
cfd33dab-f8ed-4961-b522-164f9a1a7b49,Santa Clara,"51528 Sarah Flats, Paulborough, NE 91514",62824,3.9,2,3,86,4,True,True,True,NOT_INCLUDED,$3065
236454ed-114c-42c0-adce-52666651ca07,Alameda,"Unit 7509 Box 6905, DPO AP 24114",55524,2.8,3,3,92,3,False,False,False,INCLUDED,$2803
ff3da856-9db8-434e-ac83-f94162ec9e0f,Contra Costa,"22126 Betty Flats, Gregoryland, IL 71927",38990,2.7,4,3,83,2,False,False,False,INCLUDED,$3533
5b117900-2f3e-421b-9e1f-cfd05e3fa07b,Contra Costa,"173 Sanchez Square, Ashleyside, NV 74777",63812,2.6,4,3,61,2,False,True,True,NOT_INCLUDED,$3065
26307573-013e-4cb3-b65b-43af4c9dcb87,San Mateo,"0334 Laura Harbors Apt. 066, Combsfort, IL 49137",12987,4.0,3,3,60,3,False,False,True,NOT_INCLUDED,$3271
31ed659a-92f1-47ec-a9f3-4be8b81477bd,Contra Costa,"7365 Katherine Stravenue Suite 970, Colemouth, ID 98061",50939,4.5,2,3,76,3,False,False,True,INCLUDED,$2538
e2151494-0241-4cc3-b9d2-8db8b4284488,Napa,"0980 Burnett Mountains, South Ashleyberg, AK 50758",44773,4.9,1,2,87,4,False,False,True,INCLUDED,$2106
cecbaa9b-75e3-4682-a2bf-be0af88564f8,Contra Costa,"72571 Justin Wells, Port Lisafurt, MI 93737",61929,2.9,1,2,89,1,True,True,False,NOT_INCLUDED,$2982
3007aa2f-c999-4b94-8fa2-022d4f067d66,San Francisco,"906 Gregory Flat Apt. 380, Lake Richardport, AS 25193",46691,2.8,4,2,77,4,False,True,True,INCLUDED,$3833
3a8de990-5938-4d93-a402-e73270aaff9d,Contra Costa,"Unit 2959 Box 2774, DPO AA 88005",41943,2.4,4,3,82,3,True,False,True,NOT_INCLUDED,$3479
96e39a55-f24e-4c5e-afe7-4aef453987bd,Alameda,"178 Snyder Mountain, Ramosburgh, VI 42534",18213,2.6,4,3,63,1,False,False,False,NOT_INCLUDED,$3056
839b5d67-89f3-4c49-9ab0-220f4c668e56,Marin,"121 Debbie Ville, North Johnhaven, MA 03293",03331,4.8,4,1,61,2,False,False,True,INCLUDED,$2321
521bd589-2da7-43f5-89da-e67fd2718fef,San Mateo,"Unit 6194 Box 4122, DPO AE 45967",82048,4.2,1,2,84,1,True,True,True,NOT_INCLUDED,$2231
a6272e09-cb5b-4882-af28-9d3aba334bb0,Solano,"00769 David Mission Suite 256, New Alexander, MD 33457",67683,3.8,4,3,60,2,False,False,True,NOT_INCLUDED,$2013
dcc3714f-5ed9-4687-8c9b-55591ae17bad,Alameda,"5755 Todd Falls Apt. 667, Carterland, IL 00615",97000,5.0,1,3,83,2,False,False,True,INCLUDED,$2524
86639461-baf5-46a7-af1b-2108eb2cd5a7,Sonoma,"2824 Jones Terrace Apt. 736, Henryfort, NH 30362",63334,2.5,1,2,64,3,True,False,True,INCLUDED,$3427
62ff15ec-09d1-4ece-8280-4537ee52e2cd,Napa,"5019 Stevens Islands, Nicholeton, SD 18451",30864,3.4,4,1,91,3,False,False,False,NOT_INCLUDED,$2312
6eb295da-47b2-42bf-9eb9-8ef29886f9e0,San Mateo,"4770 Barton Terrace, North Marybury, OR 47234",90214,4.2,2,3,98,4,False,True,False,INCLUDED,$3967
c671dcab-a30f-4b7b-b1ab-8d998a8d149c,Napa,"007 Anderson Gardens Suite 164, Port Frank, PR 88104",66578,3.2,3,2,63,4,False,True,True,NOT_INCLUDED,$2903
0918a4b4-4ea7-4af4-a1aa-d19dde6e0c81,Alameda,"0584 Johnson Branch, Lawsonmouth, WV 45210",11896,2.1,3,2,79,2,True,True,False,INCLUDED,$3604
da280a74-3a16-4d4b-927b-d2d2442b98bc,Napa,"328 Davidson River, East Samantha, CT 49016",95959,2.5,3,1,70,1,True,True,False,NOT_INCLUDED,$3469
750b1dab-782e-4ffc-b379-23051ecb3af3,Marin,"0985 Hays Circle Apt. 095, Patelmouth, NC 65465",56792,2.8,3,3,72,1,True,False,True,INCLUDED,$2333
09ed3b8b-52fb-479b-8b31-9e1386e6fe44,Alameda,"646 Janet Glen Suite 901, East Richardborough, SC 76334",61916,2.7,3,3,60,4,False,True,True,NOT_INCLUDED,$2753
9569cffa-114d-4b17-ade9-f6804d8797f6,Contra Costa,"6080 Ashley Rue, Ellisside, PR 65665",81914,4.2,3,1,94,1,True,False,False,INCLUDED,$3932
e60d0a07-b695-4784-ba08-04cc661921af,Napa,"0706 Thomas Villages Suite 297, South Laura, PA 49153",81469,2.1,3,2,87,4,True,False,False,NOT_INCLUDED,$3555
83a888fa-5694-45df-b582-fb85a1178621,Solano,"6609 Malone Circle Suite 460, Christinefort, OK 78241",11178,3.8,4,2,87,4,True,True,True,INCLUDED,$3676
0196766c-7afe-494b-a9e4-59528edf07cf,San Mateo,"881 Cook Causeway, East Danielle, FM 85341",12779,2.2,4,1,89,1,False,True,True,INCLUDED,$3399
f0008469-69da-4654-8db3-c5defb095e3b,Sonoma,"557 Liu Neck Suite 182, Smithborough, FL 37413",69962,4.4,3,1,77,3,True,True,False,NOT_INCLUDED,$2571
8a434516-c938-4dd3-8ce5-2e7bf12f282f,San Francisco,"34862 Stephen Garden, Foxville, AS 79800",03999,3.9,4,3,71,4,False,False,True,INCLUDED,$3142
7d360fb2-1244-4917-bd39-ab6d09f51495,Alameda,"3266 Scott Alley Apt. 912, Williammouth, CT 34018",35725,2.7,2,2,96,3,True,False,True,NOT_INCLUDED,$2288
72e5eea4-82e7-42e7-bed2-3809e025db1c,Sonoma,"861 Wilson Junctions, North Christopher, CA 03383",37619,4.9,2,2,97,4,True,False,False,INCLUDED,$3108
f2e63fc7-16b5-4943-b944-f653fdb6c3a1,Contra Costa,"0909 Olsen Throughway Suite 053, Chaneyfort, MD 03957",02771,3.3,1,1,72,2,False,False,False,NOT_INCLUDED,$2010
557f2260-b4c8-49fb-bc21-fda88bb2f14d,San Francisco,"513 Patterson Oval Apt. 043, East Joseph, TN 39939",37019,2.7,1,2,92,3,True,True,False,INCLUDED,$2716
48ee55a1-68cb-483c-a4c1-2a6547041f41,Napa,"3733 Krista Pike, New Patrick, ID 93587",43483,2.5,3,2,89,4,False,True,True,INCLUDED,$2017
e2733811-48d7-48a1-8d11-6c59ca8798cf,San Francisco,"2822 Davis Corner, North Christopherborough, IN 03581",47243,2.0,2,3,88,2,True,False,True,INCLUDED,$3073
8006b0f3-5fda-41dc-ad5a-c2b98e51c4ed,San Francisco,"256 Heather Mountains Apt. 464, West Larryfurt, NH 48815",01968,2.6,3,1,86,4,False,True,False,NOT_INCLUDED,$2239
17f944c1-79d1-4250-b69e-a0a32c17d3d5,Contra Costa,"4508 Thomas Mountain Suite 182, Ralphbury, ND 16566",51557,4.1,2,2,66,2,True,True,False,NOT_INCLUDED,$2102
c25776db-30e1-4e39-92ef-a78f177c170f,Santa Clara,"429 Allen Prairie, Wolfview, CT 64603",45851,2.3,4,1,99,3,True,False,True,NOT_INCLUDED,$2893
bc099cd7-fb0c-4c04-95c2-2f2c387c18aa,Santa Clara,"980 Johnson Loaf, New Sarahchester, NC 45535",10922,2.8,4,2,60,2,False,True,True,INCLUDED,$2558
277e7471-f815-4065-9f3e-a1542117c96b,Alameda,"84664 Martin Village Apt. 160, Brendanland, MI 07180",12838,3.6,2,1,86,4,False,True,False,INCLUDED,$2241
32706599-61ad-443f-8b8a-c54847b4d3e4,Contra Costa,"977 Huffman Route Suite 450, Blackburnburgh, AS 44534",60009,3.0,4,2,82,3,True,True,False,NOT_INCLUDED,$2157
d77e598d-09cb-4bf9-a161-f6bad4068aa8,Solano,"0487 Christopher Greens, New Virginia, OR 67397",79117,3.6,3,2,60,1,True,False,True,NOT_INCLUDED,$2748
8a28837c-1390-423d-bd5e-8988bdcddcdd,Marin,"62030 Michael Causeway, Port Leroyborough, NV 15977",99197,4.6,2,3,87,4,True,False,False,NOT_INCLUDED,$3735
1ae36764-fbe7-4aee-ad45-9fa4dc35a58f,San Francisco,"2466 Jeffrey Locks, Matthewsburgh, SC 78478",76073,2.1,4,3,93,2,True,True,False,NOT_INCLUDED,$2150
fc6938ee-0066-40f2-b4c5-41e051bf7b54,Napa,"9853 Michael Locks, Lake Marcside, MS 51056",97349,3.4,4,2,84,3,False,True,True,NOT_INCLUDED,$3196
c4f0c9f1-2ca1-4db6-ac02-7ab56b038f81,Napa,"99992 Patterson Field Suite 560, North Garyside, GU 44048",19691,3.1,4,1,65,3,True,True,False,NOT_INCLUDED,$2013
0c9747d5-6586-43c6-a992-de58682e2796,San Francisco,"464 Tanya Roads Apt. 030, North Victoriaborough, TX 66232",37624,2.2,4,3,66,3,False,True,False,NOT_INCLUDED,$3835
1184e436-219e-40d2-9ffe-adbdcb763f55,Alameda,"150 Davis Freeway Suite 780, North Shaneside, DC 68874",10997,4.3,3,1,81,3,True,True,False,NOT_INCLUDED,$2075
67cf350b-49f3-463b-8e48-383ee33bd943,Sonoma,"62446 Heidi Tunnel Suite 353, Lake Jenny, NH 03359",03509,3.9,2,1,77,3,True,False,True,NOT_INCLUDED,$3401
